epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,44788.4,0.04164,0.26234,0.8978,0.73086,0.79059,0.83205,0.81404,0.03327,0.70192,1.04317,0.003895,0.003895,0.003895
187,45024.7,0.04099,0.25996,0.90025,0.73317,0.78876,0.83213,0.81392,0.03366,0.70408,1.0432,0.003862,0.003862,0.003862
188,45261.3,0.04117,0.26113,0.89837,0.7341,0.78538,0.83181,0.81328,0.03409,0.70693,1.04326,0.003829,0.003829,0.003829
189,45497.6,0.04166,0.2555,0.89573,0.73163,0.78989,0.83157,0.81273,0.0342,0.70945,1.04334,0.003796,0.003796,0.003796
190,45733.5,0.04141,0.25606,0.89924,0.73313,0.78717,0.83176,0.81266,0.03403,0.71124,1.04334,0.003763,0.003763,0.003763
191,45970,0.04155,0.25774,0.89627,0.73823,0.78248,0.83195,0.81291,0.034,0.71302,1.04337,0.00373,0.00373,0.00373
192,46205.9,0.03994,0.25039,0.89881,0.73816,0.78245,0.83228,0.81318,0.03416,0.7144,1.04344,0.003697,0.003697,0.003697
193,46441.5,0.04115,0.24868,0.89793,0.74565,0.77545,0.83273,0.81337,0.03423,0.71682,1.04346,0.003664,0.003664,0.003664
194,46677.6,0.04149,0.24921,0.89858,0.74592,0.77544,0.83314,0.81359,0.03427,0.71837,1.04343,0.003631,0.003631,0.003631
195,46913.9,0.04119,0.23286,0.89682,0.74651,0.7757,0.83351,0.81374,0.03445,0.72105,1.0435,0.003598,0.003598,0.003598
196,47150.3,0.04096,0.24892,0.90044,0.74703,0.77617,0.83378,0.81394,0.03497,0.72323,1.0436,0.003565,0.003565,0.003565
197,47386,0.04101,0.24239,0.89812,0.74783,0.77575,0.83383,0.81354,0.03523,0.72565,1.04364,0.003532,0.003532,0.003532
198,47622.5,0.04078,0.23646,0.89804,0.74936,0.77495,0.83396,0.81371,0.0355,0.72764,1.04372,0.003499,0.003499,0.003499
199,47858.8,0.04087,0.236,0.89738,0.74912,0.77442,0.83394,0.81365,0.03563,0.72919,1.04373,0.003466,0.003466,0.003466
200,48095.3,0.04004,0.23938,0.89776,0.74538,0.77651,0.83395,0.81373,0.03579,0.73131,1.04378,0.003433,0.003433,0.003433
201,48331.5,0.04031,0.23765,0.89792,0.74576,0.77705,0.834,0.81374,0.03596,0.73284,1.04386,0.0034,0.0034,0.0034
202,48568,0.03992,0.23608,0.89891,0.74387,0.77817,0.83391,0.8138,0.03609,0.73399,1.04391,0.003367,0.003367,0.003367
203,48803.3,0.04008,0.22752,0.89832,0.74289,0.7777,0.8338,0.81384,0.03576,0.73493,1.04393,0.003334,0.003334,0.003334
204,49039.1,0.03931,0.23093,0.89764,0.74374,0.77742,0.83341,0.81355,0.03597,0.73643,1.04401,0.003301,0.003301,0.003301
205,49275.2,0.03997,0.22915,0.89664,0.7425,0.77865,0.83329,0.81385,0.03594,0.73719,1.04397,0.003268,0.003268,0.003268
206,49511.6,0.03994,0.2182,0.89721,0.73984,0.78022,0.83343,0.81425,0.03614,0.73791,1.04402,0.003235,0.003235,0.003235
207,49748.1,0.03983,0.22365,0.89862,0.73872,0.78089,0.83329,0.81466,0.03639,0.73833,1.04398,0.003202,0.003202,0.003202
208,49984.6,0.03971,0.21677,0.89892,0.73287,0.78396,0.83303,0.81452,0.03665,0.74006,1.04398,0.003169,0.003169,0.003169
209,50220,0.03946,0.21954,0.89772,0.73386,0.78339,0.83289,0.8145,0.03692,0.74161,1.044,0.003136,0.003136,0.003136
210,50456,0.03864,0.21393,0.89942,0.73382,0.78292,0.83253,0.81397,0.03739,0.74419,1.04409,0.003103,0.003103,0.003103
211,50692.3,0.03918,0.21411,0.89732,0.73949,0.77837,0.83255,0.81448,0.03774,0.74615,1.0441,0.00307,0.00307,0.00307
212,50928.3,inf,0.2085,0.89782,0.73592,0.78,0.83249,0.81439,0.03788,0.74756,1.04417,0.003037,0.003037,0.003037
213,51164.6,0.03896,0.20886,0.89826,0.73665,0.77802,0.83209,0.81414,0.03769,0.74977,1.04417,0.003004,0.003004,0.003004
214,51401.2,0.03923,0.20786,0.8969,0.7353,0.7808,0.83185,0.81419,0.03809,0.75188,1.04423,0.002971,0.002971,0.002971
215,51637.4,0.03944,0.2002,0.8968,0.73905,0.77531,0.83116,0.81324,0.03786,0.75387,1.04429,0.002938,0.002938,0.002938
216,51874.5,0.03921,0.20126,0.89793,0.73684,0.7767,0.83128,0.81319,0.03784,0.75584,1.04435,0.002905,0.002905,0.002905
217,52110.9,0.03892,0.20004,0.8968,0.73517,0.77756,0.83088,0.81254,0.0383,0.75798,1.0444,0.002872,0.002872,0.002872
218,52347.6,0.03862,0.19913,0.89679,0.73492,0.7784,0.83047,0.81232,0.03855,0.75935,1.04446,0.002839,0.002839,0.002839
219,52583.9,0.03787,0.19478,0.89778,0.73407,0.77968,0.8303,0.8119,0.03858,0.76111,1.04452,0.002806,0.002806,0.002806
220,52820,0.03928,0.18971,0.89585,0.73596,0.77802,0.82988,0.8111,0.03859,0.76229,1.04459,0.002773,0.002773,0.002773
221,53056,0.03827,0.19204,0.89832,0.73665,0.77607,0.82969,0.81071,0.03876,0.76435,1.04471,0.00274,0.00274,0.00274
222,53292.3,0.0382,0.19135,0.89838,0.73638,0.77686,0.82943,0.81035,0.03904,0.76661,1.0448,0.002707,0.002707,0.002707
223,53528.5,0.03765,0.18776,0.89824,0.736,0.77565,0.82922,0.80993,0.03919,0.76778,1.04493,0.002674,0.002674,0.002674
224,53764.5,0.03804,0.1959,0.89613,0.73197,0.77941,0.8291,0.8097,0.03931,0.7696,1.04505,0.002641,0.002641,0.002641
225,54000.6,0.03858,0.18108,0.89872,0.72889,0.78388,0.82901,0.8096,0.03947,0.77119,1.04516,0.002608,0.002608,0.002608
226,54236.6,0.038,0.17792,0.89777,0.72915,0.78292,0.829,0.80948,0.03969,0.77331,1.04528,0.002575,0.002575,0.002575
227,54473.2,0.03709,0.17956,0.8985,0.72924,0.78203,0.82909,0.80956,0.03975,0.77448,1.04538,0.002542,0.002542,0.002542
228,54708.4,0.03749,0.17198,0.89859,0.72934,0.78229,0.82908,0.80974,0.04029,0.77606,1.04547,0.002509,0.002509,0.002509
229,54944.6,0.03723,0.17839,0.89811,0.73087,0.78091,0.8291,0.80959,0.0407,0.777,1.04559,0.002476,0.002476,0.002476
230,55181,0.03817,0.17109,0.89876,0.73003,0.78202,0.82898,0.80926,0.04127,0.77892,1.04577,0.002443,0.002443,0.002443
